ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100008121,0,0,35,0,145979,2,2
100008122,1,1,33,1,117496,0,0
100008123,0,0,46,1,112181,1,1
100008124,0,0,59,2,119876,1,1
100008125,1,1,49,2,137104,0,0
100008126,0,0,44,1,99774,1,2
100008127,0,0,26,1,115373,1,0
100008128,1,1,38,1,125526,1,0
100008129,0,1,41,1,86841,1,1
100008130,0,0,53,2,227703,1,1
100008131,0,0,41,1,134175,1,2
100008132,0,0,50,1,163735,2,1
100008133,1,0,41,1,134378,1,1
100008134,0,0,37,1,102779,1,1
100008135,0,0,41,1,117582,0,1
100008136,0,1,33,1,89192,0,0
100008137,1,1,42,2,101633,0,0
100008138,1,1,20,1,83087,0,1
100008139,0,1,52,2,131171,0,2
100008140,1,1,30,1,59678,0,0
100008141,0,1,45,1,119695,1,1
100008142,1,1,34,1,73936,0,1
100008143,1,1,31,1,106059,1,1
100008144,0,1,29,1,144909,1,0
100008145,0,0,41,1,139791,1,0
100008146,1,1,31,1,84941,1,1
100008147,1,1,29,1,65094,0,1
100008148,1,1,40,1,122269,1,1
100008149,0,0,45,1,87107,0,0
100008150,0,0,42,1,95447,1,0
100008151,1,0,18,0,103716,1,1
100008152,1,1,28,1,89156,0,0
100008153,0,0,30,1,157904,1,2
100008154,0,1,18,1,97765,1,2
100008155,1,1,23,1,145821,1,0
100008156,1,1,20,1,105236,1,0
100008157,0,0,22,0,67334,0,1
100008158,0,0,51,1,106474,1,1
100008159,1,1,30,2,123048,2,1
100008160,0,0,54,1,143822,1,1
100008161,1,1,26,1,158247,1,1
100008162,0,0,24,0,71713,1,0
100008163,1,0,27,1,114790,0,1
100008164,1,1,52,2,141554,1,0
100008165,1,1,39,1,143684,2,2
100008166,1,1,18,0,72485,0,0
100008167,1,1,23,1,107862,1,1
100008168,1,1,34,1,126785,1,0
100008169,1,0,34,1,58756,0,0
100008170,0,0,25,1,74737,0,0
100008171,0,1,53,2,202102,2,2
100008172,0,0,18,0,65828,1,0
100008173,0,0,35,2,125539,1,0
100008174,0,0,52,1,215040,1,2
100008175,1,1,27,1,81796,0,0
100008176,1,1,32,1,85650,0,1
100008177,1,0,18,0,92691,1,0
100008178,0,0,41,1,189979,1,1
100008179,1,1,43,2,104250,0,0
100008180,1,0,18,0,35832,0,0
100008181,0,1,40,1,158555,1,0
100008182,0,0,42,1,143357,1,1
100008183,0,0,47,1,156502,1,1
100008184,0,0,32,1,78083,1,1
100008185,0,1,48,1,157107,1,0
100008186,1,1,31,1,116445,0,0
100008187,0,1,23,1,129616,1,0
100008188,1,1,34,1,152856,1,0
100008189,0,0,36,0,171149,1,0
100008190,1,0,47,2,105272,0,1
100008191,0,0,43,1,143580,2,2
100008192,1,0,51,1,169706,0,0
100008193,0,0,51,2,160476,0,1
100008194,1,0,30,0,145264,1,1
100008195,0,0,35,1,146857,1,2
100008196,0,0,46,1,161461,2,1
100008197,1,1,23,1,138114,1,1
100008198,1,1,44,2,110513,0,0
100008199,0,1,36,1,126706,1,1
100008200,1,1,24,1,137131,1,1
100008201,0,0,31,0,126425,0,1
100008202,1,0,18,0,84172,0,0
100008203,1,0,28,1,123530,1,1
100008204,0,1,18,0,35832,0,0
100008205,1,1,34,1,109513,0,0
100008206,0,1,22,1,94110,1,2
100008207,0,0,48,1,160524,1,2
100008208,0,0,54,0,195809,2,2
100008209,1,1,22,1,92781,0,0
100008210,0,1,37,1,120499,2,1
100008211,1,1,53,2,75903,0,1
100008212,1,0,31,1,110467,1,2
100008213,0,1,33,1,85324,0,0
100008214,0,1,56,2,99247,1,1
100008215,0,0,60,2,103290,0,0
100008216,0,0,39,1,159508,1,2
100008217,1,1,34,1,149196,1,1
100008218,0,0,30,1,76158,0,1
100008219,1,1,31,2,87699,1,1
100008220,1,1,38,1,84184,1,1
100008221,0,0,18,0,119114,1,1
100008222,0,0,71,2,176812,1,2
100008223,0,0,36,1,164911,2,1
100008224,1,1,18,1,75491,0,1
100008225,1,1,67,3,122250,1,0
100008226,0,0,34,1,135842,1,1
100008227,0,1,28,1,91582,0,0
100008228,1,1,36,2,145384,2,1
100008229,0,0,40,1,104463,0,1
100008230,0,0,39,1,66304,0,0
100008231,0,1,28,1,155504,1,1
100008232,0,1,39,1,108258,1,0
100008233,1,1,20,1,66517,0,0
100008234,0,0,18,0,159468,1,0
100008235,0,0,31,1,179804,2,1
100008236,0,0,49,1,163851,1,1
100008237,0,1,43,1,87603,0,1
100008238,0,0,31,1,100427,1,0
100008239,1,0,24,1,95993,1,1
100008240,0,0,25,0,87943,0,0
100008241,1,0,56,2,119094,1,0
100008242,0,0,55,2,85915,0,0
100008243,1,1,23,1,51395,0,0
100008244,0,1,45,1,169166,2,1
100008245,1,0,29,1,138103,0,1
100008246,0,0,47,1,102401,1,0
100008247,0,1,30,1,105891,1,0
100008248,0,0,41,1,142832,2,1
100008249,1,0,18,0,78627,0,1
100008250,0,0,34,0,125228,1,0
100008251,0,0,37,1,150291,0,0
100008252,0,0,44,1,81463,0,0
100008253,1,0,29,1,174976,2,1
100008254,1,0,21,0,134560,1,0
100008255,0,1,18,0,128616,1,1
100008256,1,1,44,1,124012,1,2
100008257,1,1,37,2,110091,1,0
100008258,0,1,34,1,181935,1,1
100008259,1,1,39,1,148367,0,0
100008260,1,1,39,2,206468,2,2
100008261,1,1,33,1,100997,1,1
100008262,1,1,25,1,58136,0,0
100008263,1,1,22,0,86771,0,0
100008264,0,0,34,1,35832,0,0
100008265,0,0,49,1,127971,1,2
100008266,1,1,44,2,143355,1,2
100008267,0,0,28,0,137131,1,1
100008268,1,1,37,1,105688,0,0
100008269,0,0,40,1,119899,1,0
100008270,0,0,34,1,81724,0,0
100008271,1,0,18,0,100301,0,0
100008272,1,1,33,1,135182,2,1
100008273,1,1,28,1,177837,2,2
100008274,0,1,30,1,89542,0,0
100008275,0,1,60,2,199343,1,1
100008276,0,0,36,1,78469,0,0
100008277,1,0,42,1,114093,1,1
100008278,0,0,26,0,97269,0,0
100008279,1,0,30,1,106784,0,0
100008280,0,1,31,1,99740,1,1
100008281,0,0,35,1,159415,1,2
100008282,0,1,40,1,185113,1,2
100008283,0,0,45,1,166883,1,2
100008284,0,1,33,1,159982,1,1
100008285,0,0,49,2,142354,0,2
100008286,1,1,30,1,122760,1,1
100008287,0,0,33,0,118617,1,1
100008288,1,1,41,1,110762,0,1
100008289,1,1,18,0,45778,0,0
100008290,1,1,30,1,38786,0,0
100008291,1,0,35,0,95042,1,0
100008292,0,1,37,1,165033,2,2
100008293,0,0,37,1,131163,0,1
100008294,0,0,51,1,128353,0,0
100008295,1,1,19,1,135960,1,0
100008296,0,1,36,1,54154,0,0
100008297,0,0,30,0,117119,1,1
100008298,0,0,42,1,147908,1,1
100008299,0,0,32,1,208506,2,1
100008300,0,0,29,1,113013,1,2
100008301,0,0,54,2,184571,2,1
100008302,1,1,35,1,85014,1,0
100008303,1,1,26,1,156752,1,1
100008304,0,0,41,1,149550,1,2
100008305,0,0,35,1,219461,2,2
100008306,0,0,46,1,178780,2,2
100008307,0,1,45,1,97787,1,1
100008308,0,0,50,1,167175,2,1
100008309,1,1,41,2,168781,2,2
100008310,1,0,50,1,233883,2,2
100008311,1,1,50,2,121285,1,0
100008312,0,0,38,1,146443,1,1
100008313,1,1,42,2,111158,0,0
100008314,1,1,33,2,79047,1,0
100008315,1,1,25,1,101614,1,0
100008316,1,1,25,1,91327,0,1
100008317,1,0,22,0,69398,0,0
100008318,0,0,46,1,151183,2,1
100008319,0,0,59,2,217063,2,2
100008320,1,1,30,2,205680,2,2
100008321,0,0,31,1,121045,0,1
100008322,0,1,38,1,133184,1,1
100008323,1,0,28,1,112453,1,2
100008324,0,0,28,0,154034,1,0
100008325,1,0,51,2,79562,0,0
100008326,0,1,22,1,126471,2,2
100008327,0,1,32,1,63770,0,1
100008328,0,1,39,1,101348,0,0
100008329,0,1,35,1,128936,1,1
100008330,0,1,46,2,94440,0,0
100008331,1,0,45,1,128172,0,0
100008332,1,0,46,1,224452,2,2
100008333,0,0,35,1,96318,0,0
100008334,0,0,32,1,88617,0,1
100008335,0,0,34,0,58058,1,1
100008336,1,1,22,0,199314,2,2
100008337,0,0,66,1,129600,2,2
100008338,1,0,37,1,118428,1,0
100008339,0,0,31,0,80705,0,0
100008340,1,0,30,0,145998,1,1
100008341,0,0,50,1,171886,1,1
100008342,0,0,29,0,48974,0,0
100008343,0,1,47,2,90119,0,1
100008344,1,0,18,1,114079,1,0
100008345,0,0,44,1,164606,1,1
100008346,0,1,30,1,158217,1,2
100008347,1,1,31,2,116464,1,1
100008348,1,1,41,2,145184,0,1
100008349,1,1,29,1,72641,1,0
100008350,0,0,51,1,167808,1,1
100008351,1,1,31,1,111681,1,1
100008352,1,1,26,1,129954,0,0
100008353,0,1,18,1,171503,2,2
100008354,1,1,43,2,115763,1,1
100008355,0,1,37,2,166110,2,1
100008356,1,1,29,1,94540,0,1
100008357,0,0,35,0,107245,0,0
100008358,1,1,41,2,115684,1,1
100008359,0,1,34,1,123892,1,1
100008360,0,0,46,2,154451,1,1
100008361,1,0,27,0,144165,2,1
100008362,0,0,22,0,94627,1,2
100008363,0,0,40,1,102788,0,0
100008364,0,0,34,1,71907,1,2
100008365,0,1,31,2,150253,1,1
100008366,1,1,22,1,155407,2,2
100008367,0,0,47,1,175332,2,1
100008368,0,0,21,0,110196,1,1
100008369,0,0,69,3,137782,0,2
100008370,0,1,43,1,147229,1,0
100008371,0,0,41,1,104174,1,0
100008372,0,1,33,1,110097,0,1
100008373,0,0,43,1,119322,1,2
100008374,0,1,32,1,113964,2,1
100008375,0,0,33,1,111401,1,1
100008376,0,0,21,0,49230,1,1
100008377,0,0,46,1,92879,1,2
100008378,0,1,25,1,186003,1,1
100008379,0,0,27,1,69510,0,1
100008380,0,0,36,1,116225,0,0
100008381,0,0,20,0,103964,1,0
100008382,1,0,55,3,137078,1,1
100008383,0,0,35,1,112245,0,1
100008384,1,1,37,2,170295,2,1
100008385,0,0,40,2,181759,1,1
100008386,1,0,31,1,122490,1,1
100008387,0,1,33,1,100388,1,1
100008388,1,0,32,0,72275,0,1
100008389,1,1,37,1,125661,1,0
100008390,1,1,20,1,155053,2,2
100008391,0,1,33,1,92109,1,1
100008392,1,1,31,1,165974,2,1
100008393,1,1,28,1,74044,0,0
100008394,0,1,21,1,117490,1,1
100008395,0,0,55,2,145720,0,0
100008396,0,0,50,1,157505,1,0
100008397,0,1,41,2,104889,1,1
100008398,1,1,35,1,78040,0,0
100008399,0,0,45,1,179120,2,1
100008400,1,1,29,2,152144,1,0
100008401,0,1,20,1,97327,1,1
100008402,0,0,48,2,121917,1,2
100008403,0,0,57,1,158225,0,1
100008404,0,1,44,2,139559,1,0
100008405,1,1,51,2,149739,1,2
100008406,0,0,40,1,136085,1,1
100008407,1,0,28,1,35832,0,0
100008408,1,0,18,0,136559,1,0
100008409,1,1,44,2,159038,1,0
100008410,0,0,42,1,111000,0,1
100008411,0,0,31,0,155773,1,1
100008412,1,1,50,2,167855,1,1
100008413,0,0,48,1,173517,1,1
100008414,0,0,57,1,193903,2,0
100008415,1,0,24,1,112486,1,1
100008416,1,1,50,2,161398,1,1
100008417,0,0,33,0,172946,2,2
100008418,1,1,59,2,157157,1,1
100008419,0,1,32,1,75451,1,0
100008420,1,0,41,1,120075,1,0
100008421,0,0,26,0,81760,0,0
100008422,0,1,34,1,107062,0,1
100008423,1,1,30,0,122399,1,0
100008424,0,0,42,2,135550,1,0
100008425,1,0,29,1,142812,1,0
100008426,0,0,32,1,78387,0,0
100008427,1,0,39,1,204880,2,2
100008428,1,0,27,1,78614,0,0
100008429,1,1,43,1,132300,1,2
100008430,1,1,42,2,117137,0,0
100008431,1,1,32,1,108440,1,1
100008432,0,0,48,1,149334,0,2
100008433,0,0,18,0,103851,1,1
100008434,0,1,18,0,99028,1,1
100008435,1,1,66,3,174261,1,0
100008436,0,0,30,0,114520,1,0
100008437,0,1,32,1,192323,2,1
100008438,1,1,24,1,70971,0,0
100008439,0,0,48,1,60227,1,0
100008440,0,0,49,1,125480,1,2
100008441,0,1,31,1,88627,0,0
100008442,1,0,42,1,133476,1,0
100008443,0,1,45,2,118807,1,1
100008444,1,1,21,1,72698,0,0
100008445,0,0,46,2,167037,2,2
100008446,1,0,43,2,40393,0,0
100008447,0,0,61,1,138821,1,0
100008448,1,0,55,1,145445,1,2
100008449,1,0,37,1,151975,1,0
100008450,0,0,18,0,141864,2,1
100008451,1,1,28,1,141740,1,1
100008452,0,1,18,1,80312,1,1
100008453,0,1,41,1,130114,0,0
100008454,0,0,48,1,102973,1,1
100008455,1,0,48,2,128256,0,1
100008456,1,0,24,1,87799,0,0
100008457,0,1,26,0,69313,1,0
100008458,0,0,34,1,99933,0,1
100008459,1,1,34,1,83982,1,0
100008460,0,0,38,1,123488,1,0
100008461,0,0,43,1,147201,1,1
100008462,0,1,37,1,151233,1,1
100008463,0,0,31,1,91334,1,1
100008464,0,1,36,1,135098,0,2
100008465,0,0,46,1,140568,1,1
100008466,1,1,24,1,35832,0,0
100008467,1,1,41,1,200455,1,1
100008468,1,1,18,0,136530,1,1
100008469,1,0,18,0,96268,0,0
100008470,0,0,31,0,117695,1,0
100008471,0,1,34,1,85231,1,1
100008472,1,1,54,2,167496,2,1
100008473,1,1,18,0,86039,0,0
100008474,0,0,23,0,91622,1,1
100008475,0,0,29,0,55629,1,0
100008476,0,0,41,1,120362,0,0
100008477,1,1,37,2,133853,1,0
100008478,1,1,28,1,116275,1,0
100008479,1,1,39,2,115417,1,1
100008480,0,1,50,1,116936,1,0
100008481,1,1,20,1,35832,0,0
100008482,0,1,43,1,127566,1,1
100008483,1,1,18,0,63834,1,0
100008484,1,0,30,1,122945,1,0
100008485,1,1,25,1,63819,0,0
100008486,1,1,37,1,101418,0,1
100008487,1,1,31,1,114187,1,0
100008488,0,1,18,0,106486,1,1
100008489,1,1,50,2,168556,1,1
100008490,0,1,25,0,128859,1,2
100008491,0,0,59,2,176150,1,2
100008492,1,1,40,2,119317,1,0
100008493,1,1,32,1,90934,0,0
100008494,0,0,42,1,127257,1,0
100008495,0,0,42,1,131334,1,0
100008496,0,0,34,1,133528,2,2
100008497,1,1,31,1,150094,2,2
100008498,1,0,33,1,133361,1,1
100008499,0,0,42,1,175727,1,1
100008500,0,0,34,1,183957,0,0
100008501,0,0,41,1,97510,0,0
100008502,1,1,48,2,71205,0,0
100008503,0,0,28,1,128119,1,1
100008504,0,0,39,1,129102,1,1
100008505,1,0,32,1,71955,1,0
100008506,0,0,35,1,209499,2,2
100008507,1,1,27,1,90454,0,0
100008508,0,0,28,0,134222,1,0
100008509,1,1,37,2,85137,0,0
100008510,0,0,45,1,175925,1,2
100008511,0,0,18,0,35832,0,0
100008512,0,0,18,0,174382,2,1
100008513,1,1,36,1,160337,2,2
100008514,0,0,38,1,166215,2,0
100008515,1,0,53,1,141950,1,1
100008516,1,0,55,2,199709,2,1
100008517,1,1,38,1,99202,0,1
100008518,0,0,33,1,157584,1,1
100008519,1,1,37,1,99782,1,0
100008520,0,0,50,1,61938,0,0
100008521,1,1,48,1,154004,1,1
100008522,0,1,22,1,135897,1,2
100008523,1,0,18,0,118411,1,0
100008524,0,0,43,1,107476,1,2
100008525,0,0,25,0,98825,0,0
100008526,0,0,23,1,94375,1,1
100008527,1,0,44,1,160268,1,1
100008528,1,1,29,1,113759,0,1
100008529,1,1,26,1,98779,0,0
100008530,0,0,31,1,168480,1,2
100008531,1,0,41,1,117730,1,1
100008532,0,1,27,1,123410,1,0
100008533,0,0,38,1,172542,2,1
100008534,1,1,25,1,68281,0,0
100008535,0,0,23,0,60469,0,1
100008536,0,0,43,1,208066,2,1
100008537,1,1,23,0,162202,1,1
100008538,1,1,21,1,135879,1,1
100008539,0,1,41,1,48731,0,0
100008540,0,0,43,0,92430,1,0
100008541,1,1,26,1,104797,1,0
100008542,1,0,48,2,143920,1,0
100008543,1,0,27,0,92108,1,1
100008544,0,0,22,0,198400,2,2
100008545,0,1,23,1,107439,0,0
100008546,1,1,18,0,35832,0,0
100008547,0,1,36,1,147450,1,2
100008548,1,0,38,1,83084,0,1
100008549,0,1,24,1,159556,2,2
100008550,0,1,37,1,143974,0,1
100008551,1,1,18,0,64451,0,0
100008552,0,1,26,1,97737,0,0
100008553,1,0,35,0,136257,0,0
100008554,0,0,39,1,74269,1,0
100008555,1,1,32,1,104462,0,0
100008556,0,0,33,1,176948,2,2
100008557,0,1,23,0,110744,0,0
100008558,1,0,23,0,54268,1,1
100008559,0,0,52,1,113703,0,0
100008560,1,1,31,1,98207,1,2
100008561,1,1,46,1,161957,1,0
100008562,0,0,57,2,187185,2,2
100008563,1,1,33,1,101533,1,1
100008564,0,0,73,2,166495,1,1
100008565,1,0,25,0,127295,1,0
100008566,0,1,46,2,102435,0,0
100008567,0,0,39,1,159446,1,1
100008568,0,0,24,0,35832,0,0
100008569,0,0,31,1,134975,1,1
100008570,0,1,39,1,144902,1,2
100008571,1,0,40,1,119172,1,0
100008572,1,1,50,2,125138,1,1
100008573,1,0,37,1,111045,0,0
100008574,1,1,47,2,111254,0,1
100008575,0,0,41,1,120195,1,1
100008576,0,0,50,1,139035,1,2
100008577,0,0,64,1,175961,0,1
100008578,1,1,18,0,41169,0,0
100008579,0,0,47,1,210676,1,2
100008580,0,0,39,0,180221,1,1
100008581,0,0,36,1,82159,1,0
100008582,1,0,40,1,99110,0,2
100008583,1,0,48,1,83416,0,0
100008584,0,0,18,0,118278,1,2
100008585,1,0,33,1,126472,1,1
100008586,1,1,33,1,110097,0,0
100008587,0,1,40,2,173449,1,2
100008588,1,1,36,1,167844,1,1
100008589,1,0,40,1,103935,1,0
100008590,1,0,44,1,177088,1,1
100008591,1,1,43,1,161192,1,0
100008592,1,1,28,1,51836,0,1
100008593,1,0,25,0,35832,0,0
100008594,1,1,39,1,95362,1,0
100008595,0,0,29,1,178993,2,1
100008596,0,1,38,1,102262,2,1
100008597,0,1,23,2,130448,1,1
100008598,0,0,43,1,144318,1,1
100008599,0,1,37,1,156962,1,2
100008600,0,1,39,1,124102,1,2
100008601,0,0,37,0,151421,0,0
100008602,0,0,31,0,105964,1,2
100008603,1,0,42,1,97755,1,1
100008604,0,0,40,1,95884,1,0
100008605,1,0,37,1,157699,1,1
100008606,1,1,28,1,66713,1,0
100008607,0,0,42,1,136755,1,2
100008608,1,1,19,1,121871,1,1
100008609,0,0,30,0,87278,0,0
100008610,1,1,32,1,135544,1,0
100008611,1,1,53,2,119536,1,0
100008612,1,1,18,0,125489,1,0
100008613,1,1,18,0,108969,1,1
100008614,0,0,41,0,157896,1,0
100008615,1,1,40,2,112964,1,1
100008616,1,1,30,0,148449,2,0
100008617,0,1,33,1,109350,0,0
100008618,1,0,18,0,108055,0,0
100008619,0,0,30,1,116830,2,2
100008620,1,1,26,1,123868,1,1
100008621,0,0,39,0,102018,0,0
100008622,1,1,18,1,140394,1,2
100008623,1,0,43,2,44780,0,1
100008624,1,0,57,3,143580,1,2
100008625,0,0,18,0,119294,2,1
100008626,0,0,29,1,76950,0,1
100008627,1,1,45,2,134289,1,1
100008628,0,1,41,1,182296,1,1
100008629,1,0,31,1,141681,1,2
100008630,1,1,36,2,72045,0,0
100008631,1,0,22,0,71114,0,0
100008632,1,0,32,1,114240,0,0
100008633,0,0,43,1,158099,1,1
100008634,0,0,50,1,182373,1,0
100008635,1,1,37,2,112632,2,1
100008636,1,1,36,1,119122,1,1
100008637,1,0,46,1,104361,1,0
100008638,0,1,18,0,64474,1,0
100008639,0,0,18,0,141327,1,0
100008640,1,1,37,1,158412,2,2
100008641,0,0,38,1,173383,1,0
100008642,1,1,32,2,145633,1,2
100008643,0,0,34,1,78037,0,0
100008644,1,0,51,2,95093,0,0
100008645,1,1,18,1,103887,0,1
100008646,0,0,36,1,70136,0,1
100008647,0,1,27,1,47618,0,0
100008648,0,1,35,1,101148,1,0
100008649,0,1,49,1,139655,1,0
100008650,0,1,22,1,145714,2,1
100008651,0,0,33,0,162175,2,2
100008652,0,0,27,0,124438,2,2
100008653,1,1,18,1,139383,2,1
100008654,0,0,22,0,94405,1,0
100008655,0,0,55,1,80362,0,1
100008656,0,0,44,1,154593,1,1
100008657,0,1,50,1,91157,1,1
100008658,0,0,55,2,125006,1,1
100008659,0,1,31,1,152717,1,1
100008660,1,1,45,2,72340,0,1
100008661,0,0,55,1,124446,0,0
100008662,1,1,31,1,126124,1,1
100008663,1,1,33,1,143656,1,0
100008664,1,0,36,2,162865,1,1
100008665,0,0,33,1,140486,1,0
100008666,0,0,55,2,137667,1,1
100008667,1,0,31,0,76412,0,0
100008668,1,1,29,2,101982,0,1
100008669,1,0,23,1,143718,2,1
100008670,1,1,35,1,108947,0,0
100008671,1,1,23,1,159576,1,1
100008672,1,0,34,1,134033,1,0
100008673,1,1,27,1,101419,0,0
100008674,0,0,42,1,126493,1,0
100008675,1,0,18,0,88583,1,0
100008676,1,0,37,1,141491,1,1
100008677,0,0,24,1,84365,0,0
100008678,0,1,59,2,172503,1,2
100008679,0,1,18,1,35832,0,0
100008680,0,0,49,2,156241,1,1
100008681,0,0,40,1,95041,1,0
100008682,0,0,34,1,120271,1,1
100008683,1,1,45,2,99168,1,1
100008684,0,1,66,3,230697,2,2
100008685,0,1,34,2,79491,0,1
100008686,0,0,52,2,128686,1,1
100008687,1,0,29,0,165692,1,2
100008688,1,1,36,2,89506,1,1
100008689,1,1,30,1,90080,1,0
100008690,1,1,24,1,119530,0,1
100008691,0,1,51,2,143316,1,2
100008692,0,0,54,1,173282,2,2
100008693,0,0,21,0,130397,2,1
100008694,0,0,39,1,72615,0,0
100008695,0,0,28,0,76889,0,1
100008696,1,1,18,1,158125,2,1
100008697,1,1,35,2,82447,0,0
100008698,0,0,73,2,216340,2,2
100008699,0,1,37,1,137111,1,2
100008700,1,0,28,0,102202,0,0
100008701,1,1,27,1,110024,0,1
100008702,1,1,36,1,101001,1,0
100008703,0,1,36,1,134793,1,1
100008704,1,1,54,2,132303,1,1
100008705,1,1,34,1,113829,1,2
100008706,1,1,26,1,113165,0,1
100008707,0,0,44,1,124502,0,0
100008708,1,1,22,0,132813,0,1
100008709,0,1,52,2,140664,1,1
100008710,0,1,44,2,100774,0,0
100008711,1,0,30,0,116876,1,0
100008712,0,0,51,2,141967,0,0
100008713,1,1,35,1,110050,1,1
100008714,1,1,47,2,172324,2,2
100008715,0,0,34,1,188569,2,2
100008716,0,0,35,0,141070,2,1
100008717,1,1,29,1,70086,0,0
100008718,0,0,43,1,211729,2,1
100008719,0,0,35,0,127115,1,1
100008720,1,1,23,1,109144,0,0
100008721,1,1,40,1,128448,1,0
100008722,1,1,38,2,159604,1,1
100008723,0,0,30,0,46200,0,0
100008724,0,0,41,1,170690,1,0
100008725,0,1,25,1,124776,1,0
100008726,0,1,48,2,120146,1,2
100008727,1,0,29,0,126697,1,0
100008728,1,0,42,2,112643,1,2
100008729,0,1,24,0,87189,0,1
100008730,1,1,38,2,135592,0,1
100008731,1,1,47,1,141862,1,1
100008732,0,1,22,1,83336,1,1
100008733,1,1,25,1,36794,0,0
100008734,1,1,28,1,91042,1,0
100008735,0,1,38,1,167026,1,2
100008736,0,0,53,2,200427,2,2
100008737,1,1,18,1,41429,0,0
100008738,0,1,26,1,92955,0,0
100008739,1,1,18,1,56784,0,1
100008740,1,1,35,1,59844,0,1
100008741,1,1,32,1,120831,1,1
100008742,1,1,27,1,165787,1,1
100008743,0,1,37,1,67799,0,0
100008744,1,0,35,1,91667,1,0
100008745,0,0,34,1,98327,0,1
100008746,1,1,44,2,176542,1,2
100008747,0,0,42,1,141193,1,1
100008748,0,0,48,1,174189,2,2
100008749,1,1,58,2,195960,1,0
100008750,1,1,30,1,173774,2,1
100008751,1,0,30,1,90466,1,1
100008752,0,0,40,1,72141,1,0
100008753,1,1,28,1,61166,1,0
100008754,0,1,41,2,138853,2,2
100008755,0,0,34,1,52197,1,0
100008756,1,1,18,1,49816,0,0
100008757,0,1,38,1,150537,2,2
100008758,1,1,26,1,119922,1,1
100008759,0,1,39,1,69103,1,0
100008760,1,0,36,1,145368,0,0
100008761,0,0,37,1,78834,0,0
100008762,1,1,42,2,167088,1,1
100008763,0,1,18,0,129104,0,1
100008764,0,0,36,0,150426,1,1
100008765,0,1,44,1,182939,2,2
100008766,1,1,38,2,113587,1,0
100008767,0,0,22,0,87998,0,1
100008768,1,0,24,1,131356,1,1
100008769,1,1,36,1,116620,1,1
100008770,1,0,43,1,93284,0,0
100008771,0,1,42,1,150009,1,2
100008772,0,1,36,1,138719,1,2
100008773,0,1,37,1,108710,2,2
100008774,0,1,22,1,105041,0,0
100008775,0,0,51,1,105165,1,1
100008776,1,0,18,1,101434,1,1
100008777,1,1,31,1,119593,0,1
100008778,0,1,26,0,127727,1,0
100008779,1,0,24,0,111268,1,0
100008780,0,0,28,0,35832,0,0
100008781,1,1,27,1,63097,1,0
100008782,0,0,41,1,121397,1,2
100008783,1,1,21,1,138060,1,1
100008784,1,1,31,1,105293,0,0
100008785,0,1,31,1,35832,0,1
100008786,0,1,22,1,56790,1,1
100008787,0,1,20,1,187079,2,2
100008788,1,1,18,0,115761,1,1
100008789,0,0,30,1,63745,0,1
100008790,0,1,41,2,193759,1,2
100008791,1,1,28,0,165967,1,1
100008792,0,0,20,0,134706,1,1
100008793,0,1,57,2,139799,0,1
100008794,1,0,20,0,88441,0,0
100008795,1,1,37,1,131431,1,0
100008796,1,0,48,1,162945,0,1
100008797,0,0,54,1,201431,2,1
100008798,0,0,23,0,35832,0,0
100008799,0,0,39,0,164837,2,2
100008800,0,0,40,0,147919,2,0
100008801,0,0,23,0,89896,1,1
100008802,1,1,19,1,136599,1,1
100008803,1,1,33,2,130130,0,0
100008804,0,1,55,2,149491,1,0
100008805,0,0,57,2,132111,0,1
100008806,0,1,41,2,116263,0,0
100008807,1,1,39,2,138635,1,1
100008808,0,0,37,0,65308,0,0
100008809,0,0,35,1,106710,1,2
100008810,0,1,32,1,148714,1,1
100008811,0,0,30,0,144750,2,1
100008812,1,1,29,1,106300,1,0
100008813,0,1,39,2,82712,1,0
100008814,1,0,34,1,136813,1,1
100008815,0,0,49,2,183860,1,2
100008816,1,1,29,1,72563,0,0
100008817,1,1,39,1,89542,0,0
100008818,0,0,34,1,93731,2,1
100008819,0,0,36,0,156656,1,2
100008820,1,0,33,0,81644,0,1
100008821,0,1,58,2,170491,1,1
100008822,1,0,32,1,111575,0,0
100008823,0,0,51,2,149345,1,0
100008824,0,0,23,1,137001,1,1
100008825,1,1,33,1,141740,1,0
100008826,0,1,20,0,108242,0,0
100008827,0,0,43,1,149409,2,1
100008828,1,1,24,1,68217,0,0
100008829,0,1,33,1,148425,1,2
100008830,1,0,19,0,75832,0,1
100008831,1,0,18,0,118181,2,1
100008832,0,0,29,1,130037,1,1
100008833,0,1,24,1,63285,1,1
100008834,0,0,19,0,61827,0,0
100008835,1,1,21,1,61022,0,0
100008836,1,1,29,1,90508,0,1
100008837,1,0,20,0,59407,0,0
100008838,1,1,33,2,110875,1,0
100008839,0,1,23,0,161467,1,2
100008840,1,1,18,1,118890,1,1
100008841,0,1,42,1,78995,0,0
100008842,0,0,44,1,137222,2,0
100008843,1,1,24,1,125920,1,0
100008844,0,1,40,2,180787,1,2
100008845,0,1,29,1,153967,1,1
100008846,0,0,40,0,142306,1,1
100008847,0,0,33,0,155378,1,2
100008848,1,1,24,1,152194,1,2
100008849,1,1,33,1,108145,0,0
100008850,0,0,33,0,123241,0,0
100008851,1,0,28,0,166196,1,0
100008852,0,0,39,1,148161,1,2
100008853,0,0,44,2,193214,1,2
100008854,0,1,30,1,117717,1,1
100008855,0,0,57,2,187305,2,2
